Time [s], Packet ID, LED Index, Red, Green, Blue, Web-CSS
0.006146520000000,0,0,0x7E,0x00,0x00,#7e0000
0.006174210000000,0,1,0x00,0x00,0x00,#000000
0.006201910000000,0,2,0x00,0x00,0x00,#000000
0.006229600000000,0,3,0x00,0x00,0x00,#000000
0.006257290000000,0,4,0x00,0x00,0x00,#000000
0.006284980000000,0,5,0x00,0x00,0x00,#000000
0.006312680000000,0,6,0x00,0x00,0x00,#000000
0.006340370000000,0,7,0x00,0x00,0x00,#000000
0.006368060000000,0,8,0x00,0x00,0x00,#000000
0.006395760000000,0,9,0x00,0x00,0x00,#000000
0.006423450000000,0,10,0x00,0x00,0x00,#000000
0.006451140000000,0,11,0x00,0x00,0x00,#000000
0.006478830000000,0,12,0x00,0x00,0x00,#000000
0.006506530000000,0,13,0x00,0x00,0x00,#000000
0.006534220000000,0,14,0x00,0x00,0x00,#000000
0.006561920000000,0,15,0x00,0x00,0x00,#000000
0.017254070000000,0,0,0x7E,0x00,0x00,#7e0000
0.017281750000000,0,1,0x00,0x00,0x00,#000000
0.017309450000000,0,2,0x00,0x00,0x00,#000000
0.017337140000000,0,3,0x00,0x00,0x00,#000000
0.017364840000000,0,4,0x00,0x00,0x00,#000000
0.017392530000000,0,5,0x00,0x00,0x00,#000000
0.017420220000000,0,6,0x00,0x00,0x00,#000000
0.017447910000000,0,7,0x00,0x00,0x00,#000000
0.017475610000000,0,8,0x00,0x00,0x00,#000000
0.017503300000000,0,9,0x00,0x00,0x00,#000000
0.017530990000000,0,10,0x00,0x00,0x00,#000000
0.017558690000000,0,11,0x00,0x00,0x00,#000000
0.017586380000000,0,12,0x00,0x00,0x00,#000000
0.017614080000000,0,13,0x00,0x00,0x00,#000000
0.017641760000000,0,14,0x00,0x00,0x00,#000000
0.017669460000000,0,15,0x00,0x00,0x00,#000000
0.028242960000000,0,0,0x7E,0x00,0x00,#7e0000
0.028270640000000,0,1,0x00,0x00,0x00,#000000
0.028298340000000,0,2,0x00,0x00,0x00,#000000
0.028326030000000,0,3,0x00,0x00,0x00,#000000
0.028353730000000,0,4,0x00,0x00,0x00,#000000
0.028381410000000,0,5,0x00,0x00,0x00,#000000
0.028409110000000,0,6,0x00,0x00,0x00,#000000
0.028436800000000,0,7,0x00,0x00,0x00,#000000
0.028464500000000,0,8,0x00,0x00,0x00,#000000
0.028492190000000,0,9,0x00,0x00,0x00,#000000
0.028519880000000,0,10,0x00,0x00,0x00,#000000
0.028547570000000,0,11,0x00,0x00,0x00,#000000
0.028575270000000,0,12,0x00,0x00,0x00,#000000
0.028602960000000,0,13,0x00,0x00,0x00,#000000
0.028630650000000,0,14,0x00,0x00,0x00,#000000
0.028658350000000,0,15,0x00,0x00,0x00,#000000
0.039147370000000,0,0,0x7E,0x00,0x00,#7e0000
0.039175060000000,0,1,0x00,0x00,0x00,#000000
0.039202750000000,0,2,0x00,0x00,0x00,#000000
0.039230440000000,0,3,0x00,0x00,0x00,#000000
0.039258140000000,0,4,0x00,0x00,0x00,#000000
0.039285830000000,0,5,0x00,0x00,0x00,#000000
0.039313530000000,0,6,0x00,0x00,0x00,#000000
0.039341210000000,0,7,0x00,0x00,0x00,#000000
0.039368910000000,0,8,0x00,0x00,0x00,#000000
0.039396600000000,0,9,0x00,0x00,0x00,#000000
0.039424300000000,0,10,0x00,0x00,0x00,#000000
0.039451990000000,0,11,0x00,0x00,0x00,#000000
0.039479680000000,0,12,0x00,0x00,0x00,#000000
0.039507380000000,0,13,0x00,0x00,0x00,#000000
0.039535070000000,0,14,0x00,0x00,0x00,#000000
0.039562760000000,0,15,0x00,0x00,0x00,#000000
0.050257600000000,0,0,0x7E,0x00,0x00,#7e0000
0.050285300000000,0,1,0x00,0x00,0x00,#000000
0.050312990000000,0,2,0x00,0x00,0x00,#000000
0.050340680000000,0,3,0x00,0x00,0x00,#000000
0.050368370000000,0,4,0x00,0x00,0x00,#000000
0.050396070000000,0,5,0x00,0x00,0x00,#000000
0.050423760000000,0,6,0x00,0x00,0x00,#000000
0.050451460000000,0,7,0x00,0x00,0x00,#000000
0.050479150000000,0,8,0x00,0x00,0x00,#000000
0.050506840000000,0,9,0x00,0x00,0x00,#000000
0.050534530000000,0,10,0x00,0x00,0x00,#000000
0.050562230000000,0,11,0x00,0x00,0x00,#000000
0.050589920000000,0,12,0x00,0x00,0x00,#000000
0.050617610000000,0,13,0x00,0x00,0x00,#000000
0.050645300000000,0,14,0x00,0x00,0x00,#000000
0.050673000000000,0,15,0x00,0x00,0x00,#000000
0.061240000000000,0,0,0x7E,0x00,0x00,#7e0000
0.061267700000000,0,1,0x00,0x00,0x00,#000000
0.061295380000000,0,2,0x00,0x00,0x00,#000000
0.061323080000000,0,3,0x00,0x00,0x00,#000000
0.061350770000000,0,4,0x00,0x00,0x00,#000000
0.061378470000000,0,5,0x00,0x00,0x00,#000000
0.061406160000000,0,6,0x00,0x00,0x00,#000000
0.061433850000000,0,7,0x00,0x00,0x00,#000000
0.061461550000000,0,8,0x00,0x00,0x00,#000000
0.061489240000000,0,9,0x00,0x00,0x00,#000000
0.061516930000000,0,10,0x00,0x00,0x00,#000000
0.061544620000000,0,11,0x00,0x00,0x00,#000000
0.061572320000000,0,12,0x00,0x00,0x00,#000000
0.061600010000000,0,13,0x00,0x00,0x00,#000000
0.061627710000000,0,14,0x00,0x00,0x00,#000000
0.061655390000000,0,15,0x00,0x00,0x00,#000000
0.072148890000000,0,0,0x7E,0x00,0x00,#7e0000
0.072176580000000,0,1,0x00,0x00,0x00,#000000
0.072204270000000,0,2,0x00,0x00,0x00,#000000
0.072231970000000,0,3,0x00,0x00,0x00,#000000
0.072259660000000,0,4,0x00,0x00,0x00,#000000
0.072287360000000,0,5,0x00,0x00,0x00,#000000
0.072315040000000,0,6,0x00,0x00,0x00,#000000
0.072342740000000,0,7,0x00,0x00,0x00,#000000
0.072370430000000,0,8,0x00,0x00,0x00,#000000
0.072398130000000,0,9,0x00,0x00,0x00,#000000
0.072425810000000,0,10,0x00,0x00,0x00,#000000
0.072453510000000,0,11,0x00,0x00,0x00,#000000
0.072481200000000,0,12,0x00,0x00,0x00,#000000
0.072508900000000,0,13,0x00,0x00,0x00,#000000
